feature_name,importance_gain,importance_split
B_27_sum,0.0,0.0
ym_rank_R_19_std,0.0,0.0
ym_rank_R_19_max,0.0,0.0
ym_rank_R_18_sum,0.0,0.0
ym_rank_R_18_std,0.0,0.0
ym_rank_R_18_min,0.0,0.0
ym_rank_R_18_mean,0.0,0.0
ym_rank_R_18_max,0.0,0.0
ym_rank_R_17_std,0.0,0.0
ym_rank_R_17_min,0.0,0.0
ym_rank_R_17_mean,0.0,0.0
ym_rank_R_17_last,0.0,0.0
ym_rank_R_12_last,0.0,0.0
ym_rank_R_16_min,0.0,0.0
ym_rank_R_15_mean,0.0,0.0
ym_rank_R_15_max,0.0,0.0
ym_rank_R_14_mean,0.0,0.0
ym_rank_R_14_max,0.0,0.0
ym_rank_R_13_mean,0.0,0.0
ym_rank_R_13_max,0.0,0.0
B_29_sum,0.0,0.0
ym_rank_R_12_std,0.0,0.0
ym_rank_R_12_min,0.0,0.0
ym_rank_R_12_max,0.0,0.0
ym_rank_D_137_max,0.0,0.0
ym_rank_D_137_last,0.0,0.0
ym_rank_D_136_sum,0.0,0.0
rank_D_134_last,0.0,0.0
rank_R_14_last,0.0,0.0
D_39_min,0.0,0.0
rank_D_96_last,0.0,0.0
rank_D_88_last,0.0,0.0
rank_D_87_last,0.0,0.0
D_41_min,0.0,0.0
rank_D_73_last,0.0,0.0
rank_D_140_last,0.0,0.0
rank_D_138_last,0.0,0.0
rank_D_137_last,0.0,0.0
rank_D_135_last,0.0,0.0
rank_D_111_last,0.0,0.0
rank_R_21_last,0.0,0.0
rank_D_110_last,0.0,0.0
rank_D_108_last,0.0,0.0
D_54_last,0.0,0.0
D_54_max,0.0,0.0
rank_B_42_last,0.0,0.0
D_54_mean,0.0,0.0
rank_B_39_last,0.0,0.0
D_54_min,0.0,0.0
rank_B_31_last,0.0,0.0
D_54_std,0.0,0.0
rank_B_27_last,0.0,0.0
rank_R_19_last,0.0,0.0
rank_R_22_last,0.0,0.0
oneHot_D_68_200.0_mean,0.0,0.0
D_142_sum,0.0,0.0
D_138_std,0.0,0.0
D_138_sum,0.0,0.0
D_139_mean,0.0,0.0
D_139_min,0.0,0.0
D_139_std,0.0,0.0
D_139_sum,0.0,0.0
D_140_last,0.0,0.0
D_140_max,0.0,0.0
D_140_mean,0.0,0.0
D_140_min,0.0,0.0
D_140_sum,0.0,0.0
D_143_max,0.0,0.0
rank_R_23_last,0.0,0.0
D_143_min,0.0,0.0
D_143_std,0.0,0.0
D_143_sum,0.0,0.0
D_144_last,0.0,0.0
D_144_max,0.0,0.0
D_144_mean,0.0,0.0
D_144_min,0.0,0.0
D_144_std,0.0,0.0
D_144_sum,0.0,0.0
rank_S_20_last,0.0,0.0
rank_S_19_last,0.0,0.0
oneHot_D_68_300.0_last,0.0,0.0
oneHot_D_68_200.0_last,0.0,0.0
ym_rank_B_24_max,0.0,0.0
oneHot_D_117_600.0_std,0.0,0.0
oneHot_D_63_2_last,0.0,0.0
oneHot_D_63_1_sum,0.0,0.0
oneHot_D_63_1_std,0.0,0.0
oneHot_D_63_1_mean,0.0,0.0
oneHot_D_63_1_last,0.0,0.0
oneHot_D_63_0_std,0.0,0.0
oneHot_D_126_100.0_std,0.0,0.0
oneHot_D_126_-100.0_sum,0.0,0.0
oneHot_D_126_-100.0_std,0.0,0.0
oneHot_D_126_-100.0_mean,0.0,0.0
oneHot_D_126_-100.0_last,0.0,0.0
oneHot_D_117_600.0_last,0.0,0.0
oneHot_D_63_2_std,0.0,0.0
oneHot_D_117_500.0_last,0.0,0.0
oneHot_D_117_100.0_sum,0.0,0.0
oneHot_D_117_100.0_std,0.0,0.0
oneHot_D_117_100.0_mean,0.0,0.0
oneHot_D_117_100.0_last,0.0,0.0
oneHot_D_116_100.0_sum,0.0,0.0
oneHot_D_116_100.0_std,0.0,0.0
oneHot_D_116_100.0_mean,0.0,0.0
oneHot_D_116_100.0_last,0.0,0.0
oneHot_D_116_0.0_sum,0.0,0.0
oneHot_D_116_0.0_last,0.0,0.0
oneHot_D_63_2_mean,0.0,0.0
oneHot_D_63_2_sum,0.0,0.0
oneHot_D_68_100.0_sum,0.0,0.0
oneHot_D_66_0.0_last,0.0,0.0
oneHot_D_68_100.0_std,0.0,0.0
oneHot_D_68_100.0_mean,0.0,0.0
oneHot_D_68_100.0_last,0.0,0.0
oneHot_D_68_0.0_sum,0.0,0.0
oneHot_D_68_0.0_std,0.0,0.0
oneHot_D_68_0.0_mean,0.0,0.0
oneHot_D_68_0.0_last,0.0,0.0
oneHot_D_66_100.0_std,0.0,0.0
oneHot_D_66_0.0_sum,0.0,0.0
oneHot_D_66_0.0_std,0.0,0.0
oneHot_D_66_0.0_mean,0.0,0.0
oneHot_D_64_1_sum,0.0,0.0
oneHot_D_63_3_std,0.0,0.0
oneHot_D_64_1_std,0.0,0.0
oneHot_D_64_1_mean,0.0,0.0
oneHot_D_64_1_last,0.0,0.0
oneHot_D_64_-1_last,0.0,0.0
oneHot_D_63_5_sum,0.0,0.0
oneHot_D_63_5_std,0.0,0.0
oneHot_D_63_5_mean,0.0,0.0
oneHot_D_63_5_last,0.0,0.0
oneHot_D_63_4_sum,0.0,0.0
oneHot_D_63_4_std,0.0,0.0
oneHot_D_63_4_last,0.0,0.0
D_138_mean,0.0,0.0
ym_rank_B_24_std,0.0,0.0
ym_rank_D_136_std,0.0,0.0
ym_rank_D_109_std,0.0,0.0
ym_rank_D_111_std,0.0,0.0
ym_rank_D_111_mean,0.0,0.0
ym_rank_D_111_max,0.0,0.0
ym_rank_D_111_last,0.0,0.0
ym_rank_D_110_sum,0.0,0.0
ym_rank_D_110_std,0.0,0.0
ym_rank_D_110_min,0.0,0.0
ym_rank_D_110_mean,0.0,0.0
ym_rank_D_110_max,0.0,0.0
ym_rank_D_110_last,0.0,0.0
ym_rank_D_109_sum,0.0,0.0
ym_rank_D_109_min,0.0,0.0
D_127_min,0.0,0.0
ym_rank_D_109_mean,0.0,0.0
ym_rank_D_109_max,0.0,0.0
ym_rank_D_109_last,0.0,0.0
ym_rank_D_108_sum,0.0,0.0
ym_rank_D_108_std,0.0,0.0
ym_rank_D_108_min,0.0,0.0
ym_rank_D_108_mean,0.0,0.0
ym_rank_D_108_max,0.0,0.0
ym_rank_D_108_last,0.0,0.0
D_129_std,0.0,0.0
D_130_std,0.0,0.0
ym_rank_D_111_sum,0.0,0.0
D_127_last,0.0,0.0
ym_rank_B_42_std,0.0,0.0
ym_rank_D_134_max,0.0,0.0
ym_rank_D_136_min,0.0,0.0
ym_rank_D_136_mean,0.0,0.0
ym_rank_D_135_sum,0.0,0.0
ym_rank_D_135_min,0.0,0.0
ym_rank_D_135_mean,0.0,0.0
ym_rank_D_135_max,0.0,0.0
ym_rank_D_135_last,0.0,0.0
ym_rank_D_134_sum,0.0,0.0
ym_rank_D_134_std,0.0,0.0
ym_rank_D_134_min,0.0,0.0
ym_rank_D_134_mean,0.0,0.0
ym_rank_D_134_last,0.0,0.0
D_125_min,0.0,0.0
D_116_last,0.0,0.0
D_116_nunique,0.0,0.0
ym_rank_D_132_sum,0.0,0.0
ym_rank_D_130_std,0.0,0.0
ym_rank_D_127_last,0.0,0.0
ym_rank_D_125_last,0.0,0.0
D_123_last,0.0,0.0
D_123_min,0.0,0.0
ym_rank_D_123_min,0.0,0.0
ym_rank_D_123_last,0.0,0.0
D_125_last,0.0,0.0
ym_rank_B_42_sum,0.0,0.0
ym_rank_B_42_min,0.0,0.0
D_138_max,0.0,0.0
D_136_std,0.0,0.0
D_135_sum,0.0,0.0
ym_rank_B_32_last,0.0,0.0
ym_rank_B_31_std,0.0,0.0
ym_rank_B_31_min,0.0,0.0
ym_rank_B_31_mean,0.0,0.0
ym_rank_B_31_max,0.0,0.0
ym_rank_B_31_last,0.0,0.0
D_136_last,0.0,0.0
D_136_max,0.0,0.0
D_136_mean,0.0,0.0
D_136_min,0.0,0.0
D_136_sum,0.0,0.0
D_135_std,0.0,0.0
D_137_last,0.0,0.0
ym_rank_B_27_std,0.0,0.0
ym_rank_B_27_min,0.0,0.0
ym_rank_B_27_max,0.0,0.0
ym_rank_B_27_last,0.0,0.0
D_137_max,0.0,0.0
D_137_mean,0.0,0.0
D_137_min,0.0,0.0
D_137_std,0.0,0.0
D_137_sum,0.0,0.0
D_138_last,0.0,0.0
ym_rank_B_32_min,0.0,0.0
D_135_mean,0.0,0.0
ym_rank_B_42_mean,0.0,0.0
ym_rank_B_39_min,0.0,0.0
ym_rank_B_42_max,0.0,0.0
ym_rank_B_42_last,0.0,0.0
ym_rank_B_41_std,0.0,0.0
ym_rank_B_41_min,0.0,0.0
ym_rank_B_41_max,0.0,0.0
ym_rank_B_41_last,0.0,0.0
D_133_last,0.0,0.0
D_133_min,0.0,0.0
D_134_mean,0.0,0.0
ym_rank_B_39_sum,0.0,0.0
ym_rank_B_39_std,0.0,0.0
ym_rank_B_39_mean,0.0,0.0
D_135_max,0.0,0.0
ym_rank_B_39_max,0.0,0.0
ym_rank_B_39_last,0.0,0.0
D_134_min,0.0,0.0
D_134_std,0.0,0.0
D_134_sum,0.0,0.0
ym_rank_B_36_std,0.0,0.0
ym_rank_B_36_min,0.0,0.0
ym_rank_B_36_mean,0.0,0.0
ym_rank_B_36_max,0.0,0.0
ym_rank_B_36_last,0.0,0.0
D_135_last,0.0,0.0
ym_rank_D_111_min,0.0,0.0
last3_diff_R_8_sum,0.0,0.0
last6_R_20_min,0.0,0.0
S_16_min,0.0,0.0
last3_D_143_max,0.0,0.0
last3_D_143_mean,0.0,0.0
last3_D_143_std,0.0,0.0
last3_D_143_sum,0.0,0.0
last3_D_144_mean,0.0,0.0
last3_D_144_std,0.0,0.0
last3_D_145_std,0.0,0.0
S_17_min,0.0,0.0
S_17_max,0.0,0.0
S_17_last,0.0,0.0
S_16_last,0.0,0.0
last3_D_135_mean,0.0,0.0
R_9_sum,0.0,0.0
R_9_std,0.0,0.0
R_9_mean,0.0,0.0
R_9_last,0.0,0.0
R_8_min,0.0,0.0
R_8_last,0.0,0.0
last3_D_54_max,0.0,0.0
last3_D_54_mean,0.0,0.0
last3_D_54_min,0.0,0.0
last3_D_54_std,0.0,0.0
last3_D_140_sum,0.0,0.0
last3_D_140_std,0.0,0.0
last3_D_140_min,0.0,0.0
last3_D_140_mean,0.0,0.0
last3_D_135_std,0.0,0.0
last3_D_135_sum,0.0,0.0
last3_D_136_max,0.0,0.0
last3_D_136_mean,0.0,0.0
last3_D_136_min,0.0,0.0
last3_D_136_std,0.0,0.0
last3_D_136_sum,0.0,0.0
last3_D_137_max,0.0,0.0
last3_D_137_mean,0.0,0.0
last3_D_137_min,0.0,0.0
last3_D_137_std,0.0,0.0
last3_D_137_sum,0.0,0.0
last3_D_138_max,0.0,0.0
last3_D_138_mean,0.0,0.0
last3_D_138_min,0.0,0.0
last3_D_138_std,0.0,0.0
last3_D_138_sum,0.0,0.0
last3_D_139_min,0.0,0.0
last3_D_139_std,0.0,0.0
last3_D_139_sum,0.0,0.0
last3_D_140_max,0.0,0.0
last3_D_54_sum,0.0,0.0
R_7_min,0.0,0.0
R_7_max,0.0,0.0
R_4_min,0.0,0.0
last3_D_79_std,0.0,0.0
last3_D_80_min,0.0,0.0
last3_D_81_max,0.0,0.0
last3_D_81_mean,0.0,0.0
last3_D_81_std,0.0,0.0
last3_D_81_sum,0.0,0.0
last3_D_83_max,0.0,0.0
last3_D_83_mean,0.0,0.0
last3_D_83_min,0.0,0.0
last3_D_83_std,0.0,0.0
last3_D_83_sum,0.0,0.0
last3_D_84_min,0.0,0.0
last3_D_84_std,0.0,0.0
last3_D_86_max,0.0,0.0
last3_D_86_mean,0.0,0.0
last3_D_86_min,0.0,0.0
last3_D_86_std,0.0,0.0
last3_D_86_sum,0.0,0.0
last3_D_87_max,0.0,0.0
last3_D_87_mean,0.0,0.0
last3_D_87_min,0.0,0.0
R_4_max,0.0,0.0
last3_D_76_std,0.0,0.0
R_7_last,0.0,0.0
last3_D_73_sum,0.0,0.0
R_6_sum,0.0,0.0
R_6_min,0.0,0.0
R_5_min,0.0,0.0
R_5_mean,0.0,0.0
R_5_last,0.0,0.0
last3_D_63_nunique,0.0,0.0
last3_D_64_nunique,0.0,0.0
last3_D_65_min,0.0,0.0
last3_D_68_nunique,0.0,0.0
last3_D_69_mean,0.0,0.0
last3_D_69_min,0.0,0.0
last3_D_69_std,0.0,0.0
last3_D_69_sum,0.0,0.0
last3_D_72_mean,0.0,0.0
last3_D_72_min,0.0,0.0
last3_D_72_std,0.0,0.0
last3_D_72_sum,0.0,0.0
last3_D_73_max,0.0,0.0
last3_D_73_mean,0.0,0.0
last3_D_73_min,0.0,0.0
last3_D_73_std,0.0,0.0
last3_D_135_min,0.0,0.0
last3_D_135_max,0.0,0.0
last3_B_27_sum,0.0,0.0
last3_B_8_std,0.0,0.0
last3_B_41_min,0.0,0.0
last3_B_41_std,0.0,0.0
last3_B_41_sum,0.0,0.0
last3_B_42_max,0.0,0.0
last3_B_42_mean,0.0,0.0
last3_B_42_min,0.0,0.0
last3_B_42_std,0.0,0.0
last3_B_42_sum,0.0,0.0
S_20_sum,0.0,0.0
S_20_std,0.0,0.0
S_20_min,0.0,0.0
last3_D_134_sum,0.0,0.0
S_20_mean,0.0,0.0
S_20_max,0.0,0.0
S_20_last,0.0,0.0
last3_D_103_mean,0.0,0.0
last3_D_103_std,0.0,0.0
S_19_sum,0.0,0.0
last3_D_108_max,0.0,0.0
last3_D_108_mean,0.0,0.0
last3_D_108_min,0.0,0.0
last3_D_108_std,0.0,0.0
last3_B_41_mean,0.0,0.0
last3_B_41_max,0.0,0.0
S_25_max,0.0,0.0
last3_B_39_sum,0.0,0.0
S_2_count,0.0,0.0
last3_B_31_max,0.0,0.0
last3_B_31_mean,0.0,0.0
last3_B_31_min,0.0,0.0
last3_B_31_std,0.0,0.0
last3_B_31_sum,0.0,0.0
last3_B_32_max,0.0,0.0
last3_B_32_mean,0.0,0.0
last3_B_32_min,0.0,0.0
last3_B_32_std,0.0,0.0
last3_B_32_sum,0.0,0.0
last3_B_33_std,0.0,0.0
last3_B_36_max,0.0,0.0
last3_B_36_mean,0.0,0.0
last3_B_36_min,0.0,0.0
last3_B_36_std,0.0,0.0
last3_B_36_sum,0.0,0.0
last3_B_39_max,0.0,0.0
last3_B_39_mean,0.0,0.0
last3_B_39_min,0.0,0.0
last3_B_39_std,0.0,0.0
last3_D_108_sum,0.0,0.0
last3_D_109_max,0.0,0.0
last3_D_109_mean,0.0,0.0
last3_D_123_mean,0.0,0.0
last3_D_123_sum,0.0,0.0
S_18_mean,0.0,0.0
S_18_max,0.0,0.0
S_18_last,0.0,0.0
last3_D_125_max,0.0,0.0
last3_D_125_mean,0.0,0.0
last3_D_125_min,0.0,0.0
last3_D_125_std,0.0,0.0
last3_D_125_sum,0.0,0.0
last3_D_126_nunique,0.0,0.0
last3_D_127_min,0.0,0.0
last3_D_127_std,0.0,0.0
last3_D_129_std,0.0,0.0
last3_D_130_std,0.0,0.0
last3_D_133_max,0.0,0.0
last3_D_133_std,0.0,0.0
last3_D_133_sum,0.0,0.0
last3_D_134_max,0.0,0.0
last3_D_134_mean,0.0,0.0
last3_D_134_min,0.0,0.0
last3_D_134_std,0.0,0.0
last3_D_123_min,0.0,0.0
last3_D_123_max,0.0,0.0
last3_D_109_min,0.0,0.0
S_18_min,0.0,0.0
last3_D_109_std,0.0,0.0
last3_D_109_sum,0.0,0.0
last3_D_110_max,0.0,0.0
last3_D_110_mean,0.0,0.0
last3_D_110_min,0.0,0.0
last3_D_110_std,0.0,0.0
last3_D_110_sum,0.0,0.0
last3_D_111_max,0.0,0.0
last3_D_111_mean,0.0,0.0
last3_D_111_min,0.0,0.0
last3_D_111_std,0.0,0.0
last3_D_111_sum,0.0,0.0
S_19_std,0.0,0.0
last3_D_114_nunique,0.0,0.0
S_19_min,0.0,0.0
last3_D_116_nunique,0.0,0.0
S_19_mean,0.0,0.0
last3_D_120_nunique,0.0,0.0
S_19_max,0.0,0.0
S_19_last,0.0,0.0
S_18_sum,0.0,0.0
last3_D_87_std,0.0,0.0
last3_D_87_sum,0.0,0.0
last3_D_88_max,0.0,0.0
last3_R_8_min,0.0,0.0
last3_R_5_std,0.0,0.0
last3_R_5_sum,0.0,0.0
last3_R_6_min,0.0,0.0
last3_R_7_max,0.0,0.0
last3_R_7_mean,0.0,0.0
last3_R_7_min,0.0,0.0
last3_R_7_std,0.0,0.0
last3_R_7_sum,0.0,0.0
last3_R_8_max,0.0,0.0
last3_R_8_mean,0.0,0.0
last3_R_8_std,0.0,0.0
last3_D_88_mean,0.0,0.0
last3_R_8_sum,0.0,0.0
last3_R_9_max,0.0,0.0
last3_R_9_mean,0.0,0.0
last3_R_9_min,0.0,0.0
last3_R_9_std,0.0,0.0
last3_R_9_sum,0.0,0.0
last3_S_16_max,0.0,0.0
last3_S_16_mean,0.0,0.0
last3_S_16_min,0.0,0.0
last3_S_16_std,0.0,0.0
last3_R_5_min,0.0,0.0
last3_R_5_mean,0.0,0.0
last3_R_5_max,0.0,0.0
last3_R_4_sum,0.0,0.0
last3_R_24_std,0.0,0.0
last3_R_24_sum,0.0,0.0
last3_R_25_max,0.0,0.0
last3_R_25_mean,0.0,0.0
last3_R_25_min,0.0,0.0
last3_R_25_std,0.0,0.0
last3_R_25_sum,0.0,0.0
last3_R_26_sum,0.0,0.0
last3_R_27_std,0.0,0.0
last3_R_28_max,0.0,0.0
last3_R_28_mean,0.0,0.0
last3_R_28_min,0.0,0.0
last3_R_28_std,0.0,0.0
last3_R_28_sum,0.0,0.0
last3_R_2_min,0.0,0.0
R_28_max,0.0,0.0
R_28_last,0.0,0.0
last3_R_4_max,0.0,0.0
last3_R_4_mean,0.0,0.0
last3_R_4_min,0.0,0.0
last3_R_4_std,0.0,0.0
last3_S_16_sum,0.0,0.0
last3_S_17_max,0.0,0.0
last3_S_17_mean,0.0,0.0
R_25_mean,0.0,0.0
R_25_last,0.0,0.0
R_24_sum,0.0,0.0
R_24_std,0.0,0.0
R_24_min,0.0,0.0
R_24_mean,0.0,0.0
R_24_max,0.0,0.0
R_24_last,0.0,0.0
R_23_sum,0.0,0.0
last3_diff_B_21_max,0.0,0.0
last3_diff_B_21_mean,0.0,0.0
last3_diff_B_21_min,0.0,0.0
last3_diff_B_21_std,0.0,0.0
last3_diff_B_21_sum,0.0,0.0
last3_diff_B_22_min,0.0,0.0
R_23_std,0.0,0.0
R_23_min,0.0,0.0
R_23_mean,0.0,0.0
last3_diff_B_24_max,0.0,0.0
last3_diff_B_24_mean,0.0,0.0
last3_diff_B_24_min,0.0,0.0
last3_diff_B_24_std,0.0,0.0
R_25_max,0.0,0.0
R_25_min,0.0,0.0
last3_S_17_min,0.0,0.0
R_25_std,0.0,0.0
last3_S_17_std,0.0,0.0
last3_S_17_sum,0.0,0.0
last3_S_18_max,0.0,0.0
last3_S_18_mean,0.0,0.0
last3_S_18_min,0.0,0.0
last3_S_18_std,0.0,0.0
last3_S_18_sum,0.0,0.0
last3_S_19_max,0.0,0.0
last3_S_19_mean,0.0,0.0
last3_S_19_min,0.0,0.0
last3_S_19_std,0.0,0.0
last3_S_19_sum,0.0,0.0
last3_S_20_max,0.0,0.0
last3_S_20_mean,0.0,0.0
last3_S_20_min,0.0,0.0
last3_S_20_std,0.0,0.0
last3_S_20_sum,0.0,0.0
R_26_sum,0.0,0.0
last3_S_25_max,0.0,0.0
last3_S_2_count,0.0,0.0
R_25_sum,0.0,0.0
last3_R_24_min,0.0,0.0
last3_R_24_mean,0.0,0.0
last3_R_24_max,0.0,0.0
last3_D_94_std,0.0,0.0
last3_D_96_max,0.0,0.0
last3_D_96_mean,0.0,0.0
last3_D_96_min,0.0,0.0
last3_D_96_std,0.0,0.0
last3_D_96_sum,0.0,0.0
R_4_last,0.0,0.0
R_2_min,0.0,0.0
R_28_sum,0.0,0.0
last3_P_4_mean,0.0,0.0
last3_P_4_min,0.0,0.0
last3_P_4_std,0.0,0.0
last3_R_10_min,0.0,0.0
last3_R_11_min,0.0,0.0
last3_R_12_max,0.0,0.0
last3_R_12_mean,0.0,0.0
last3_R_12_min,0.0,0.0
last3_R_12_std,0.0,0.0
last3_R_12_sum,0.0,0.0
last3_R_13_max,0.0,0.0
last3_R_13_mean,0.0,0.0
last3_R_13_min,0.0,0.0
last3_D_94_sum,0.0,0.0
last3_D_94_min,0.0,0.0
last3_R_13_sum,0.0,0.0
last3_D_94_mean,0.0,0.0
last3_D_88_min,0.0,0.0
last3_D_88_std,0.0,0.0
last3_D_88_sum,0.0,0.0
last3_D_89_max,0.0,0.0
last3_D_89_mean,0.0,0.0
last3_D_89_min,0.0,0.0
last3_D_89_std,0.0,0.0
last3_D_89_sum,0.0,0.0
last3_D_91_min,0.0,0.0
last3_D_91_std,0.0,0.0
last3_D_91_sum,0.0,0.0
last3_D_92_max,0.0,0.0
last3_D_92_min,0.0,0.0
last3_D_92_std,0.0,0.0
last3_D_92_sum,0.0,0.0
last3_D_93_max,0.0,0.0
last3_D_93_mean,0.0,0.0
last3_D_93_min,0.0,0.0
last3_D_93_std,0.0,0.0
last3_D_93_sum,0.0,0.0
last3_D_94_max,0.0,0.0
last3_R_13_std,0.0,0.0
last3_R_14_max,0.0,0.0
last3_R_23_sum,0.0,0.0
last3_R_19_sum,0.0,0.0
R_28_min,0.0,0.0
R_28_mean,0.0,0.0
last3_R_20_max,0.0,0.0
last3_R_20_mean,0.0,0.0
last3_R_20_min,0.0,0.0
last3_R_20_std,0.0,0.0
last3_R_20_sum,0.0,0.0
last3_R_21_max,0.0,0.0
last3_R_21_mean,0.0,0.0
last3_R_21_min,0.0,0.0
last3_R_21_std,0.0,0.0
last3_R_21_sum,0.0,0.0
last3_R_22_max,0.0,0.0
last3_R_22_mean,0.0,0.0
last3_R_22_min,0.0,0.0
last3_R_22_std,0.0,0.0
last3_R_22_sum,0.0,0.0
last3_R_23_max,0.0,0.0
last3_R_23_mean,0.0,0.0
last3_R_23_min,0.0,0.0
last3_R_23_std,0.0,0.0
R_28_std,0.0,0.0
last3_R_19_std,0.0,0.0
last3_R_14_mean,0.0,0.0
last3_R_19_min,0.0,0.0
last3_R_14_min,0.0,0.0
last3_R_14_std,0.0,0.0
last3_R_14_sum,0.0,0.0
last3_R_15_max,0.0,0.0
last3_R_15_mean,0.0,0.0
last3_R_15_min,0.0,0.0
last3_R_15_std,0.0,0.0
last3_R_15_sum,0.0,0.0
last3_R_16_min,0.0,0.0
last3_R_17_max,0.0,0.0
last3_R_17_mean,0.0,0.0
last3_R_17_min,0.0,0.0
last3_R_17_std,0.0,0.0
last3_R_17_sum,0.0,0.0
last3_R_18_max,0.0,0.0
last3_R_18_mean,0.0,0.0
last3_R_18_min,0.0,0.0
last3_R_18_std,0.0,0.0
last3_R_18_sum,0.0,0.0
last3_R_19_max,0.0,0.0
last3_R_19_mean,0.0,0.0
last3_B_29_sum,0.0,0.0
last3_B_27_std,0.0,0.0
last6_R_1_min,0.0,0.0
diff_D_145_mean,0.0,0.0
diff_D_143_last,0.0,0.0
diff_D_143_max,0.0,0.0
diff_D_143_mean,0.0,0.0
diff_D_143_min,0.0,0.0
diff_D_143_std,0.0,0.0
diff_D_143_sum,0.0,0.0
diff_D_144_last,0.0,0.0
diff_D_144_mean,0.0,0.0
diff_D_144_sum,0.0,0.0
diff_D_145_last,0.0,0.0
diff_D_145_sum,0.0,0.0
diff_D_136_sum,0.0,0.0
diff_B_32_mean,0.0,0.0
diff_B_32_max,0.0,0.0
diff_B_32_last,0.0,0.0
diff_B_31_sum,0.0,0.0
diff_B_31_std,0.0,0.0
diff_B_31_min,0.0,0.0
diff_B_31_mean,0.0,0.0
diff_B_31_max,0.0,0.0
diff_B_31_last,0.0,0.0
diff_B_29_sum,0.0,0.0
diff_D_142_sum,0.0,0.0
diff_D_141_last,0.0,0.0
diff_D_140_sum,0.0,0.0
diff_D_140_std,0.0,0.0
diff_D_137_max,0.0,0.0
diff_D_137_mean,0.0,0.0
diff_D_137_min,0.0,0.0
diff_D_137_std,0.0,0.0
diff_D_137_sum,0.0,0.0
diff_D_138_last,0.0,0.0
diff_D_138_max,0.0,0.0
diff_D_138_mean,0.0,0.0
diff_D_138_min,0.0,0.0
diff_D_138_std,0.0,0.0
diff_D_138_sum,0.0,0.0
diff_D_139_last,0.0,0.0
diff_D_139_max,0.0,0.0
diff_D_139_mean,0.0,0.0
diff_D_139_min,0.0,0.0
diff_D_139_std,0.0,0.0
diff_D_139_sum,0.0,0.0
diff_D_140_last,0.0,0.0
diff_D_140_max,0.0,0.0
diff_D_140_mean,0.0,0.0
diff_D_140_min,0.0,0.0
diff_D_45_max,0.0,0.0
diff_B_27_sum,0.0,0.0
diff_B_27_std,0.0,0.0
diff_D_72_sum,0.0,0.0
diff_D_73_max,0.0,0.0
diff_D_73_mean,0.0,0.0
diff_D_73_min,0.0,0.0
diff_D_73_std,0.0,0.0
diff_D_73_sum,0.0,0.0
diff_B_21_last,0.0,0.0
diff_D_76_min,0.0,0.0
diff_D_76_sum,0.0,0.0
diff_D_78_mean,0.0,0.0
diff_D_79_last,0.0,0.0
diff_D_79_max,0.0,0.0
diff_D_79_mean,0.0,0.0
diff_D_79_min,0.0,0.0
diff_D_79_sum,0.0,0.0
diff_D_81_last,0.0,0.0
diff_D_81_min,0.0,0.0
diff_D_82_mean,0.0,0.0
diff_D_82_sum,0.0,0.0
diff_D_83_last,0.0,0.0
diff_D_83_max,0.0,0.0
diff_D_83_mean,0.0,0.0
diff_D_73_last,0.0,0.0
diff_D_72_min,0.0,0.0
diff_B_27_min,0.0,0.0
diff_D_72_mean,0.0,0.0
diff_B_27_mean,0.0,0.0
diff_B_27_max,0.0,0.0
diff_B_27_last,0.0,0.0
diff_D_54_last,0.0,0.0
diff_D_54_max,0.0,0.0
diff_D_54_mean,0.0,0.0
diff_D_54_std,0.0,0.0
diff_D_54_sum,0.0,0.0
diff_B_24_sum,0.0,0.0
diff_B_24_std,0.0,0.0
diff_B_24_mean,0.0,0.0
diff_B_24_max,0.0,0.0
diff_B_24_last,0.0,0.0
diff_B_22_sum,0.0,0.0
diff_B_22_mean,0.0,0.0
diff_B_22_last,0.0,0.0
diff_B_21_sum,0.0,0.0
diff_B_21_min,0.0,0.0
diff_D_69_sum,0.0,0.0
diff_B_21_mean,0.0,0.0
diff_D_72_last,0.0,0.0
diff_D_137_last,0.0,0.0
diff_D_136_min,0.0,0.0
last3_B_27_min,0.0,0.0
diff_D_109_min,0.0,0.0
diff_B_36_std,0.0,0.0
diff_D_108_last,0.0,0.0
diff_D_108_max,0.0,0.0
diff_D_108_mean,0.0,0.0
diff_D_108_min,0.0,0.0
diff_D_108_std,0.0,0.0
diff_D_108_sum,0.0,0.0
diff_D_109_last,0.0,0.0
diff_D_109_max,0.0,0.0
diff_D_109_mean,0.0,0.0
diff_D_109_std,0.0,0.0
diff_D_136_mean,0.0,0.0
diff_D_109_sum,0.0,0.0
diff_D_110_last,0.0,0.0
diff_D_110_max,0.0,0.0
diff_D_110_mean,0.0,0.0
diff_D_110_min,0.0,0.0
diff_D_110_std,0.0,0.0
diff_D_110_sum,0.0,0.0
diff_D_111_last,0.0,0.0
diff_D_111_max,0.0,0.0
diff_D_111_mean,0.0,0.0
diff_B_36_sum,0.0,0.0
diff_D_103_sum,0.0,0.0
diff_D_103_min,0.0,0.0
diff_D_103_mean,0.0,0.0
diff_B_42_mean,0.0,0.0
diff_B_42_min,0.0,0.0
diff_B_42_std,0.0,0.0
diff_B_42_sum,0.0,0.0
diff_B_41_sum,0.0,0.0
diff_B_41_std,0.0,0.0
diff_B_41_min,0.0,0.0
diff_B_41_mean,0.0,0.0
diff_B_41_max,0.0,0.0
